Time_s,Layer_1_Temperature_C,Layer_2_Temperature_C,Layer_3_Temperature_C,Layer_4_Temperature_C,Layer_5_Temperature_C,Layer_6_Temperature_C,Layer_7_Temperature_C,Layer_8_Temperature_C,Layer_9_Temperature_C,Layer_10_Temperature_C
540.2701351,69.69182748,70.00187228,70.00290267,70.00643849,70.01786135,70.05155278,70.13835158,70.31907387,70.58025775,70.76293695
561.8809405,69.69265463,70.00225386,70.00364468,70.008099,70.0216007,70.05920863,70.15130931,70.33478243,70.59009682,70.76324817
583.4917459,69.69348177,70.00263543,70.0043867,70.00975951,70.02534004,70.06686449,70.16426704,70.35049098,70.59993589,70.76355938
605.1025513,69.69430891,70.00301701,70.00512871,70.01142001,70.02907939,70.07452034,70.17722476,70.36619954,70.60977495,70.7638706
626.7133567,69.69513605,70.00339858,70.00587073,70.01308052,70.03281873,70.08217619,70.19018249,70.38190809,70.61961402,70.76418181
648.3241621,69.69596319,70.00378015,70.00661274,70.01474103,70.03655807,70.08983205,70.20314022,70.39761664,70.62945309,70.76449303
669.9349675,69.69679033,70.00416173,70.00735476,70.01640153,70.04029742,70.0974879,70.21609794,70.4133252,70.63929215,70.76480425
691.5457729,69.69761747,70.0045433,70.00809677,70.01806204,70.04403676,70.10514375,70.22905567,70.42903375,70.64913122,70.76511546
713.1565783,69.69844462,70.00492488,70.00883879,70.01972255,70.04777611,70.11279961,70.2420134,70.44474231,70.65897029,70.76542668
734.7673837,69.69927176,70.00530645,70.0095808,70.02138305,70.05151545,70.12045546,70.25497112,70.46045086,70.66880936,70.7657379
756.3781891,69.70001788,70.00634177,70.01154149,70.02507224,70.05800497,70.13050565,70.26761491,70.47169818,70.67404607,70.76639757
777.9889945,69.70075752,70.00742935,70.01359962,70.02892362,70.06471437,70.14074726,70.28023359,70.48258883,70.67891483,70.7670851
799.5997999,69.70149716,70.00851694,70.01565774,70.03277499,70.07142377,70.15098887,70.29285227,70.49347949,70.68378359,70.76777262
821.2106053,69.7022368,70.00960452,70.01771587,70.03662637,70.07813317,70.16123048,70.30547095,70.50437014,70.68865236,70.76846015
842.8214107,69.70297644,70.01069211,70.01977399,70.04047775,70.08484257,70.17147209,70.31808964,70.51526079,70.69352112,70.76914768
864.4322161,69.70371608,70.01177969,70.02183212,70.04432912,70.09155196,70.1817137,70.33070832,70.52615144,70.69838988,70.76983521
886.0430215,69.70445573,70.01286728,70.02389024,70.0481805,70.09826136,70.19195531,70.343327,70.53704209,70.70325864,70.77052274
907.6538269,69.70519537,70.01395486,70.02594837,70.05203188,70.10497076,70.20219692,70.35594568,70.54793274,70.7081274,70.77121027
929.2646323,69.70593501,70.01504245,70.02800649,70.05588325,70.11168016,70.21243853,70.36856436,70.55882339,70.71299616,70.7718978
950.8754377,69.70667465,70.01613003,70.03006461,70.05973463,70.11838955,70.22268014,70.38118305,70.56971404,70.71786493,70.77258533
972.4862431,69.70741429,70.01721762,70.03212274,70.06358601,70.12509895,70.23292175,70.39380173,70.5806047,70.72273369,70.77327286
994.0970485,69.70815393,70.0183052,70.03418086,70.06743738,70.13180835,70.24316336,70.40642041,70.59149535,70.72760245,70.77396039
1015.707854,69.70889357,70.01939279,70.03623899,70.07128876,70.13851775,70.25340497,70.41903909,70.602386,70.73247121,70.77464792
1037.318659,69.70963322,70.02048037,70.03829711,70.07514014,70.14522715,70.26364658,70.43165778,70.61327665,70.73733997,70.77533545
1058.929465,69.71037286,70.02156796,70.04035524,70.07899151,70.15193654,70.27388819,70.44427646,70.6241673,70.74220873,70.77602298
1080.54027,69.71147656,70.02359658,70.04384504,70.08468417,70.16036465,70.28462277,70.45512406,70.63171521,70.74503726,70.77697417
1102.151076,69.71274867,70.02606051,70.04799709,70.09122855,70.16958778,70.29558538,70.46515242,70.63771688,70.74692204,70.77804734
1123.761881,69.71402078,70.02852443,70.05214914,70.09777292,70.17881091,70.306548,70.47518078,70.64371854,70.74880682,70.7791205
1145.372686,69.71529289,70.03098836,70.05630119,70.1043173,70.18803404,70.31751061,70.48520913,70.6497202,70.75069159,70.78019366
1166.983492,69.716565,70.03345228,70.06045324,70.11086168,70.19725717,70.32847323,70.49523749,70.65572186,70.75257637,70.78126682
1188.594297,69.71783711,70.03591621,70.06460529,70.11740606,70.20648031,70.33943584,70.50526585,70.66172352,70.75446115,70.78233999
1210.205103,69.71910922,70.03838013,70.06875734,70.12395044,70.21570344,70.35039846,70.5152942,70.66772518,70.75634592,70.78341315
1231.815908,69.72038132,70.04084405,70.07290939,70.13049482,70.22492657,70.36136107,70.52532256,70.67372684,70.7582307,70.78448631
